,,,,,,Daily Price Report-01-01-2025 to 31-12-2025 for Maharashtra,,,,,
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,250.00,"1,000.00",650.00,Rs./Quintal,03-05-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,250.00,"1,000.00",650.00,Rs./Quintal,02-05-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"1,250.00","1,000.00",Rs./Quintal,01-05-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"1,400.00",750.00,Rs./Quintal,28-04-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,250.00,"1,000.00",650.00,Rs./Quintal,25-04-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,"1,100.00",750.00,Rs./Quintal,24-04-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,"1,100.00",750.00,Rs./Quintal,23-04-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,250.00,"1,200.00",700.00,Rs./Quintal,22-04-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,250.00,"1,150.00",700.00,Rs./Quintal,21-04-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,"1,050.00",700.00,Rs./Quintal,20-04-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,"1,150.00",700.00,Rs./Quintal,19-04-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,950.00,700.00,Rs./Quintal,16-04-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"1,050.00",700.00,Rs./Quintal,15-04-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,"1,150.00",750.00,Rs./Quintal,14-04-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,"1,250.00",800.00,Rs./Quintal,11-04-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,250.00,"1,150.00",700.00,Rs./Quintal,10-04-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,360.00,"1,150.00",700.00,Rs./Quintal,09-04-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,"1,000.00",700.00,Rs./Quintal,08-04-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,"1,100.00",750.00,Rs./Quintal,07-04-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,950.00,650.00,Rs./Quintal,06-04-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,900.00,550.00,Rs./Quintal,05-04-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,250.00,750.00,500.00,Rs./Quintal,04-04-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,900.00,700.00,Rs./Quintal,03-04-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,250.00,800.00,550.00,Rs./Quintal,02-04-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,250.00,800.00,500.00,Rs./Quintal,01-04-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,250.00,850.00,550.00,Rs./Quintal,31-03-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,250.00,750.00,550.00,Rs./Quintal,30-03-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,250.00,700.00,450.00,Rs./Quintal,29-03-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,775.00,600.00,Rs./Quintal,28-03-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"1,050.00",700.00,Rs./Quintal,27-03-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,950.00,850.00,Rs./Quintal,26-03-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,250.00,850.00,600.00,Rs./Quintal,25-03-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,850.00,600.00,Rs./Quintal,24-03-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,950.00,850.00,Rs./Quintal,23-03-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,800.00,650.00,Rs./Quintal,22-03-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,850.00,600.00,Rs./Quintal,21-03-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,750.00,550.00,Rs./Quintal,20-03-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,750.00,550.00,Rs./Quintal,19-03-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,150.00,800.00,600.00,Rs./Quintal,18-03-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,800.00,600.00,Rs./Quintal,17-03-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,850.00,600.00,Rs./Quintal,16-03-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,"1,000.00",650.00,Rs./Quintal,15-03-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,650.00,600.00,Rs./Quintal,14-03-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,850.00,600.00,Rs./Quintal,12-03-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,"1,000.00",700.00,Rs./Quintal,11-03-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,"1,150.00",750.00,Rs./Quintal,10-03-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,900.00,650.00,Rs./Quintal,09-03-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,250.00,800.00,600.00,Rs./Quintal,08-03-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,700.00,550.00,Rs./Quintal,07-03-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,750.00,600.00,Rs./Quintal,06-03-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,750.00,550.00,Rs./Quintal,05-03-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,825.00,600.00,Rs./Quintal,04-03-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,850.00,600.00,Rs./Quintal,03-03-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,800.00,600.00,Rs./Quintal,02-03-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,750.00,550.00,Rs./Quintal,01-03-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,800.00,600.00,Rs./Quintal,28-02-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,750.00,550.00,Rs./Quintal,27-02-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,800.00,550.00,Rs./Quintal,26-02-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,850.00,600.00,Rs./Quintal,24-02-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,850.00,550.00,Rs./Quintal,23-02-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,875.00,600.00,Rs./Quintal,22-02-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,925.00,650.00,Rs./Quintal,21-02-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,900.00,600.00,Rs./Quintal,20-02-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,900.00,600.00,Rs./Quintal,18-02-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,850.00,550.00,Rs./Quintal,17-02-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,900.00,550.00,Rs./Quintal,16-02-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,900.00,550.00,Rs./Quintal,15-02-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,800.00,600.00,Rs./Quintal,14-02-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,850.00,600.00,Rs./Quintal,13-02-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,900.00,650.00,Rs./Quintal,12-02-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,750.00,550.00,Rs./Quintal,07-02-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,700.00,500.00,Rs./Quintal,06-02-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,750.00,500.00,Rs./Quintal,05-02-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,950.00,575.00,Rs./Quintal,04-02-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,950.00,650.00,Rs./Quintal,03-02-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"1,000.00",600.00,Rs./Quintal,02-02-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,850.00,650.00,Rs./Quintal,01-02-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,900.00,700.00,Rs./Quintal,31-01-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,450.00,"1,000.00",650.00,Rs./Quintal,30-01-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,360.00,"1,050.00",650.00,Rs./Quintal,29-01-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"1,000.00",600.00,Rs./Quintal,28-01-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,900.00,550.00,Rs./Quintal,27-01-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,900.00,550.00,Rs./Quintal,26-01-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,800.00,600.00,Rs./Quintal,25-01-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,FAQ,300.00,900.00,500.00,Rs./Quintal,24-01-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,FAQ,300.00,850.00,500.00,Rs./Quintal,23-01-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,FAQ,350.00,750.00,500.00,Rs./Quintal,22-01-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,FAQ,"1,600.00","4,800.00","3,000.00",Rs./Quintal,21-01-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,FAQ,300.00,750.00,500.00,Rs./Quintal,20-01-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,FAQ,300.00,800.00,500.00,Rs./Quintal,19-01-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,FAQ,300.00,"1,050.00",500.00,Rs./Quintal,18-01-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,FAQ,350.00,950.00,550.00,Rs./Quintal,17-01-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,FAQ,300.00,"1,050.00",650.00,Rs./Quintal,16-01-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,FAQ,300.00,"1,000.00",650.00,Rs./Quintal,15-01-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,FAQ,400.00,"1,000.00",800.00,Rs./Quintal,14-01-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,FAQ,400.00,"1,000.00",750.00,Rs./Quintal,13-01-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,FAQ,350.00,950.00,600.00,Rs./Quintal,12-01-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,FAQ,300.00,850.00,550.00,Rs./Quintal,11-01-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,FAQ,300.00,900.00,500.00,Rs./Quintal,10-01-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,FAQ,300.00,"1,000.00",660.00,Rs./Quintal,09-01-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,FAQ,300.00,"1,100.00",650.00,Rs./Quintal,08-01-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,FAQ,300.00,"1,200.00",850.00,Rs./Quintal,07-01-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,FAQ,250.00,"1,200.00",750.00,Rs./Quintal,06-01-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,FAQ,250.00,"1,250.00",700.00,Rs./Quintal,05-01-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,FAQ,250.00,"1,050.00",650.00,Rs./Quintal,04-01-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,FAQ,250.00,"1,000.00",600.00,Rs./Quintal,03-01-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,FAQ,250.00,"1,300.00",750.00,Rs./Quintal,02-01-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,FAQ,200.00,"1,250.00",700.00,Rs./Quintal,01-01-2025

