,,,,,,Daily Price Report-01-01-2025 to 31-12-2025 for Maharashtra,,,,,
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,200.00,"1,175.00",850.00,Rs./Quintal,24-09-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,200.00,"1,255.00",800.00,Rs./Quintal,23-09-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"1,755.00","1,000.00",Rs./Quintal,21-09-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,250.00,"1,250.00",700.00,Rs./Quintal,20-09-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,250.00,"1,105.00",600.00,Rs./Quintal,19-09-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,200.00,900.00,500.00,Rs./Quintal,18-09-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,200.00,900.00,550.00,Rs./Quintal,17-09-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,150.00,900.00,500.00,Rs./Quintal,16-09-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,200.00,"1,075.00",550.00,Rs./Quintal,15-09-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,250.00,"1,375.00",875.00,Rs./Quintal,14-09-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,200.00,"1,200.00",700.00,Rs./Quintal,13-09-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,150.00,"1,005.00",550.00,Rs./Quintal,12-09-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,200.00,950.00,500.00,Rs./Quintal,11-09-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,250.00,"1,055.00",625.00,Rs./Quintal,10-09-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,250.00,"1,555.00","1,025.00",Rs./Quintal,09-09-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,250.00,"1,625.00","1,000.00",Rs./Quintal,08-09-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,250.00,"1,625.00",750.00,Rs./Quintal,07-09-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,250.00,"1,605.00","1,000.00",Rs./Quintal,06-09-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,250.00,"1,625.00","1,000.00",Rs./Quintal,05-09-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,250.00,"1,875.00","1,000.00",Rs./Quintal,04-09-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,250.00,"1,750.00","1,000.00",Rs./Quintal,03-09-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"2,250.00","1,250.00",Rs./Quintal,02-09-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"2,250.00","1,400.00",Rs./Quintal,01-09-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,"2,425.00","1,550.00",Rs./Quintal,31-08-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,"2,250.00","1,400.00",Rs./Quintal,30-08-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,"2,055.00","1,350.00",Rs./Quintal,29-08-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,"2,000.00","1,300.00",Rs./Quintal,28-08-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"1,755.00","1,100.00",Rs./Quintal,27-08-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"1,750.00","1,250.00",Rs./Quintal,25-08-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"2,555.00","1,400.00",Rs./Quintal,24-08-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"3,000.00","1,500.00",Rs./Quintal,23-08-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,250.00,"2,250.00","1,250.00",Rs./Quintal,22-08-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,"4,000.00","2,500.00",Rs./Quintal,20-08-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,"4,605.00","2,750.00",Rs./Quintal,18-08-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,"4,750.00","2,725.00",Rs./Quintal,17-08-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,"4,250.00","2,500.00",Rs./Quintal,16-08-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,"3,800.00","2,250.00",Rs./Quintal,15-08-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,"3,750.00","2,500.00",Rs./Quintal,13-08-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,"3,500.00","2,350.00",Rs./Quintal,12-08-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,"3,500.00","2,300.00",Rs./Quintal,11-08-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,"4,300.00","2,575.00",Rs./Quintal,10-08-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,"4,250.00","2,550.00",Rs./Quintal,09-08-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,"4,250.00","2,300.00",Rs./Quintal,08-08-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,"4,500.00","2,500.00",Rs./Quintal,07-08-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,"4,500.00","2,250.00",Rs./Quintal,06-08-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,"5,005.00","2,550.00",Rs./Quintal,05-08-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,"5,000.00","2,500.00",Rs./Quintal,04-08-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,"4,375.00","2,250.00",Rs./Quintal,03-08-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,"4,000.00","2,150.00",Rs./Quintal,02-08-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,"4,250.00","2,250.00",Rs./Quintal,01-08-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,"4,500.00","2,250.00",Rs./Quintal,31-07-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,"5,000.00","2,850.00",Rs./Quintal,30-07-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,"5,005.00","2,750.00",Rs./Quintal,29-07-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,"5,000.00","2,650.00",Rs./Quintal,28-07-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,500.00,"5,055.00","2,750.00",Rs./Quintal,27-07-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,450.00,"4,500.00","2,150.00",Rs./Quintal,26-07-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,"3,500.00","1,600.00",Rs./Quintal,24-07-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,"3,500.00","1,600.00",Rs./Quintal,22-07-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,"3,000.00","1,500.00",Rs./Quintal,21-07-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,"2,875.00","1,500.00",Rs./Quintal,20-07-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,"2,500.00","1,400.00",Rs./Quintal,19-07-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,"2,250.00","1,300.00",Rs./Quintal,18-07-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,"2,000.00","1,300.00",Rs./Quintal,17-07-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"1,500.00","1,250.00",Rs./Quintal,16-07-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,"2,000.00","1,300.00",Rs./Quintal,15-07-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,250.00,"1,750.00","1,050.00",Rs./Quintal,14-07-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"1,605.00","1,100.00",Rs./Quintal,13-07-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"1,600.00","1,250.00",Rs./Quintal,12-07-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"1,500.00","1,250.00",Rs./Quintal,11-07-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,"2,250.00","1,300.00",Rs./Quintal,10-07-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,"1,450.00","4,000.00","3,000.00",Rs./Quintal,09-07-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"2,750.00","1,400.00",Rs./Quintal,08-07-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"2,500.00","1,350.00",Rs./Quintal,07-07-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,"2,150.00","1,250.00",Rs./Quintal,06-07-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,"2,500.00","1,300.00",Rs./Quintal,05-07-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,"2,500.00","1,300.00",Rs./Quintal,04-07-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"1,750.00","1,250.00",Rs./Quintal,03-07-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,"2,000.00","1,000.00",Rs./Quintal,02-07-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"2,000.00","1,250.00",Rs./Quintal,30-06-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"1,750.00","1,250.00",Rs./Quintal,29-06-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"1,500.00","1,150.00",Rs./Quintal,28-06-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,250.00,"1,500.00","1,000.00",Rs./Quintal,27-06-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,250.00,"1,750.00","1,050.00",Rs./Quintal,26-06-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"1,750.00","1,050.00",Rs./Quintal,25-06-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,250.00,"1,500.00","1,050.00",Rs./Quintal,24-06-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,250.00,"1,500.00",800.00,Rs./Quintal,23-06-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,250.00,"1,250.00",750.00,Rs./Quintal,22-06-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,250.00,"1,500.00",950.00,Rs./Quintal,21-06-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,250.00,"1,750.00","1,000.00",Rs./Quintal,20-06-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"1,500.00","1,100.00",Rs./Quintal,19-06-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"2,000.00","1,050.00",Rs./Quintal,18-06-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"2,000.00","1,050.00",Rs./Quintal,17-06-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"2,250.00","1,250.00",Rs./Quintal,16-06-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,"2,755.00","1,350.00",Rs./Quintal,15-06-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"2,000.00",950.00,Rs./Quintal,14-06-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,"2,500.00","1,350.00",Rs./Quintal,13-06-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"2,250.00","1,300.00",Rs./Quintal,12-06-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,"3,000.00","1,500.00",Rs./Quintal,11-06-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,"2,625.00","1,350.00",Rs./Quintal,10-06-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,"2,500.00","1,300.00",Rs./Quintal,09-06-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,"1,600.00","10,000.00","5,400.00",Rs./Quintal,08-06-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"1,550.00","1,100.00",Rs./Quintal,07-06-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"1,600.00","1,000.00",Rs./Quintal,06-06-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"1,625.00","1,100.00",Rs./Quintal,05-06-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,250.00,"1,625.00","1,000.00",Rs./Quintal,04-06-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"1,650.00","1,200.00",Rs./Quintal,03-06-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"1,750.00","1,250.00",Rs./Quintal,02-06-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,250.00,"1,725.00","1,050.00",Rs./Quintal,01-06-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,250.00,"1,500.00",900.00,Rs./Quintal,31-05-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,"1,375.00",850.00,Rs./Quintal,30-05-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,"2,250.00","1,100.00",Rs./Quintal,29-05-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,"2,250.00","1,250.00",Rs./Quintal,28-05-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"1,750.00","1,000.00",Rs./Quintal,27-05-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,"1,850.00","1,000.00",Rs./Quintal,26-05-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,"2,100.00","1,050.00",Rs./Quintal,25-05-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,"2,000.00","1,000.00",Rs./Quintal,24-05-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,850.00,"2,000.00","1,400.00",Rs./Quintal,23-05-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"1,500.00",800.00,Rs./Quintal,22-05-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"1,350.00",800.00,Rs./Quintal,21-05-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,"1,850.00","1,000.00",Rs./Quintal,20-05-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,"1,500.00",900.00,Rs./Quintal,19-05-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,350.00,"1,500.00","1,000.00",Rs./Quintal,18-05-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,"1,750.00","1,000.00",Rs./Quintal,17-05-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,"1,750.00",900.00,Rs./Quintal,16-05-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,400.00,"1,750.00",950.00,Rs./Quintal,15-05-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,200.00,"1,050.00",650.00,Rs./Quintal,12-05-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,200.00,"1,000.00",650.00,Rs./Quintal,11-05-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,200.00,"1,250.00",700.00,Rs./Quintal,10-05-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"1,100.00",750.00,Rs./Quintal,09-05-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"1,150.00",750.00,Rs./Quintal,08-05-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,250.00,"1,100.00",650.00,Rs./Quintal,07-05-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,250.00,"1,150.00",700.00,Rs./Quintal,06-05-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"1,250.00",800.00,Rs./Quintal,05-05-2025
Maharashtra,Nashik,Nasik APMC,Vegetables,Tomato,Other,Local,300.00,"1,350.00",850.00,Rs./Quintal,04-05-2025
