Date,State,Price
2021-11-06,Delhi,3472.6666666666665
2021-11-06,Karnataka,2000.0
2021-11-06,Maharashtra,3000.0
2021-11-07,Delhi,3800.0
2021-11-07,Karnataka,2000.0
2021-11-07,Maharashtra,3000.0
2021-11-08,Delhi,4133.5
2021-11-08,Karnataka,1930.0
2021-11-08,Maharashtra,3000.0
2021-11-09,Delhi,4011.0
2021-11-09,Karnataka,2000.0
2021-11-10,Delhi,3835.0
2021-11-10,Karnataka,2000.0
2021-11-10,Maharashtra,2750.0
2021-11-11,Delhi,3455.0
2021-11-11,Karnataka,1930.0
2021-11-11,Maharashtra,2500.0
2021-11-12,Delhi,3900.0
2021-11-12,Karnataka,2000.0
2021-11-12,Maharashtra,3000.0
2021-11-13,Delhi,4300.0
2021-11-13,Karnataka,2060.0
2021-11-13,Maharashtra,3000.0
2021-11-14,Delhi,3400.0
2021-11-14,Karnataka,2130.0
2021-11-14,Maharashtra,3500.0
2021-11-15,Delhi,4272.666666666667
2021-11-15,Karnataka,2000.0
2021-11-16,Delhi,4372.666666666667
2021-11-16,Karnataka,3660.0
2021-11-17,Delhi,3909.0
2021-11-17,Karnataka,3000.0
2021-11-17,Maharashtra,4000.0
2021-11-18,Delhi,4339.333333333333
2021-11-18,Karnataka,2330.0
2021-11-18,Maharashtra,3750.0
2021-11-19,Delhi,5225.666666666667
2021-11-19,Karnataka,4000.0
2021-11-19,Maharashtra,3750.0
2021-11-20,Delhi,5600.0
2021-11-20,Karnataka,3660.0
2021-11-20,Maharashtra,4000.0
2021-11-21,Delhi,5500.0
2021-11-21,Karnataka,4000.0
2021-11-21,Maharashtra,4000.0
2021-11-22,Delhi,5236.333333333333
2021-11-22,Karnataka,4000.0
2021-11-22,Maharashtra,3500.0
2021-11-23,Delhi,3636.3333333333335
2021-11-23,Karnataka,4000.0
2021-11-23,Maharashtra,2500.0
2021-11-24,Delhi,4165.5
2021-11-24,Karnataka,3330.0
2021-11-24,Maharashtra,2500.0
2021-11-25,Delhi,3351.3333333333335
2021-11-25,Karnataka,2000.0
2021-11-25,Maharashtra,2750.0
2021-11-26,Delhi,3684.6666666666665
2021-11-26,Karnataka,1860.0
2021-11-26,Maharashtra,2750.0
2021-11-27,Delhi,3971.6666666666665
2021-11-27,Karnataka,2130.0
2021-11-27,Maharashtra,3000.0
2021-11-28,Delhi,3200.0
2021-11-28,Karnataka,3330.0
2021-11-28,Maharashtra,3000.0
2021-11-29,Delhi,3844.3333333333335
2021-11-29,Karnataka,3330.0
2021-11-29,Maharashtra,3250.0
2021-11-30,Delhi,3881.3333333333335
2021-11-30,Karnataka,2660.0
2021-11-30,Maharashtra,3250.0
2021-12-01,Delhi,3500.0
2021-12-01,Karnataka,2400.0
2021-12-01,Maharashtra,3250.0
2021-12-02,Delhi,3300.0
2021-12-02,Karnataka,2660.0
2021-12-02,Maharashtra,3250.0
2021-12-03,Delhi,3300.0
2021-12-03,Karnataka,3330.0
2021-12-03,Maharashtra,3250.0
2021-12-04,Delhi,3107.5
2021-12-04,Karnataka,4000.0
2021-12-05,Delhi,2800.0
2021-12-05,Karnataka,3660.0
2021-12-05,Maharashtra,3000.0
2021-12-06,Delhi,3331.0
2021-12-06,Karnataka,3330.0
2021-12-06,Maharashtra,3500.0
2021-12-07,Delhi,3131.0
2021-12-07,Karnataka,3660.0
2021-12-07,Maharashtra,3250.0
2021-12-08,Delhi,3051.5
2021-12-08,Karnataka,4000.0
2021-12-08,Maharashtra,2500.0
2021-12-09,Delhi,3103.0
2021-12-09,Karnataka,4000.0
2021-12-09,Maharashtra,2250.0
2021-12-10,Delhi,2651.5
2021-12-10,Karnataka,3660.0
2021-12-10,Maharashtra,2250.0
2021-12-11,Delhi,3034.3333333333335
2021-12-11,Karnataka,2660.0
2021-12-11,Maharashtra,3508.0
2021-12-12,Delhi,2200.0
2021-12-12,Karnataka,2330.0
2021-12-12,Maharashtra,2000.0
2021-12-13,Delhi,2466.5
2021-12-13,Karnataka,2660.0
2021-12-13,Maharashtra,1750.0
2021-12-14,Delhi,2250.0
2021-12-14,Karnataka,2330.0
2021-12-14,Maharashtra,1750.0
2021-12-15,Delhi,2213.5
2021-12-15,Karnataka,2000.0
2021-12-15,Maharashtra,1750.0
2021-12-16,Delhi,2572.6666666666665
2021-12-16,Karnataka,2000.0
2021-12-16,Maharashtra,1750.0
2021-12-17,Delhi,2337.0
2021-12-17,Karnataka,2000.0
2021-12-17,Maharashtra,1750.0
2021-12-18,Delhi,2170.3333333333335
2021-12-18,Karnataka,2000.0
2021-12-19,Delhi,1900.0
2021-12-19,Karnataka,2130.0
2021-12-19,Maharashtra,1500.0
2021-12-20,Delhi,1732.6666666666667
2021-12-20,Karnataka,1930.0
2021-12-20,Maharashtra,1750.0
2021-12-21,Delhi,2099.3333333333335
2021-12-21,Karnataka,2000.0
2021-12-21,Maharashtra,1750.0
2021-12-22,Delhi,1933.5
2021-12-22,Karnataka,2200.0
2021-12-22,Maharashtra,1750.0
2021-12-23,Delhi,2222.0
2021-12-23,Karnataka,2260.0
2021-12-23,Maharashtra,1750.0
2021-12-24,Delhi,2081.3333333333335
2021-12-24,Karnataka,2330.0
2021-12-24,Maharashtra,1750.0
2021-12-25,Delhi,2114.6666666666665
2021-12-25,Karnataka,2660.0
2021-12-25,Maharashtra,1500.0
2021-12-26,Delhi,2300.0
2021-12-26,Karnataka,3330.0
2021-12-26,Maharashtra,1500.0
2021-12-27,Delhi,1881.3333333333333
2021-12-27,Karnataka,3330.0
2021-12-27,Maharashtra,1750.0
2021-12-28,Delhi,2081.3333333333335
2021-12-28,Karnataka,2660.0
2021-12-28,Maharashtra,1750.0
2021-12-29,Delhi,2178.0
2021-12-29,Karnataka,2000.0
2021-12-29,Maharashtra,1750.0
2021-12-30,Delhi,2285.3333333333335
2021-12-30,Karnataka,2000.0
2021-12-31,Delhi,2228.0
2021-12-31,Karnataka,2260.0
2021-12-31,Maharashtra,1500.0
2022-01-01,Delhi,2063.6666666666665
2022-01-01,Karnataka,2330.0
2022-01-01,Maharashtra,1500.0
2022-01-02,Delhi,2100.0
2022-01-02,Karnataka,2130.0
2022-01-02,Maharashtra,1500.0
2022-01-03,Delhi,1970.3333333333333
2022-01-03,Karnataka,2000.0
2022-01-04,Delhi,1551.0
2022-01-04,Karnataka,1860.0
2022-01-05,Delhi,1524.0
2022-01-05,Karnataka,1660.0
2022-01-06,Delhi,2200.0
2022-01-06,Karnataka,1730.0
2022-01-06,Maharashtra,1250.0
2022-01-07,Delhi,1263.6666666666667
2022-01-07,Karnataka,2000.0
2022-01-07,Maharashtra,2300.0
2022-01-08,Delhi,1363.6666666666667
2022-01-08,Karnataka,1860.0
2022-01-09,Delhi,1350.0
2022-01-09,Karnataka,1867.0
2022-01-09,Maharashtra,1250.0
2022-01-10,Delhi,1344.3333333333333
2022-01-10,Karnataka,1860.0
2022-01-10,Maharashtra,1250.0
2022-01-11,Delhi,1111.0
2022-01-11,Karnataka,1730.0
2022-01-12,Delhi,1063.5
2022-01-12,Karnataka,1660.0
2022-01-12,Maharashtra,1375.0
2022-01-13,Delhi,1042.3333333333333
2022-01-13,Karnataka,1060.0
2022-01-13,Maharashtra,1375.0
2022-01-14,Delhi,1234.6666666666667
2022-01-14,Karnataka,1200.0
2022-01-14,Maharashtra,1375.0
2022-01-15,Delhi,1534.6666666666667
2022-01-15,Karnataka,1060.0
2022-01-15,Maharashtra,1350.0
2022-01-16,Delhi,1350.0
2022-01-16,Karnataka,1860.0
2022-01-16,Maharashtra,1350.0
2022-01-17,Delhi,1105.3333333333333
2022-01-17,Karnataka,1860.0
2022-01-17,Maharashtra,1350.0
2022-01-18,Delhi,1238.6666666666667
2022-01-18,Karnataka,1000.0
2022-01-18,Maharashtra,1350.0
2022-01-19,Delhi,934.5
2022-01-19,Karnataka,1000.0
2022-01-19,Maharashtra,1350.0
2022-01-20,Delhi,1156.3333333333333
2022-01-20,Karnataka,1000.0
2022-01-20,Maharashtra,1250.0
2022-01-21,Delhi,1223.0
2022-01-21,Karnataka,1067.0
2022-01-21,Maharashtra,1350.0
2022-01-22,Delhi,1223.0
2022-01-22,Karnataka,800.0
2022-01-22,Maharashtra,1250.0
2022-01-23,Delhi,1400.0
2022-01-23,Karnataka,1000.0
2022-01-23,Maharashtra,1375.0
2022-01-24,Delhi,1244.3333333333333
2022-01-24,Karnataka,1000.0
2022-01-24,Maharashtra,1375.0
2022-01-25,Delhi,1200.0
2022-01-25,Karnataka,1200.0
2022-01-25,Maharashtra,1250.0
2022-01-26,Delhi,1200.0
2022-01-26,Karnataka,1130.0
2022-01-26,Maharashtra,1105.0
2022-01-27,Delhi,1571.0
2022-01-27,Karnataka,1130.0
2022-01-28,Delhi,1614.0
2022-01-28,Karnataka,930.0
2022-01-28,Maharashtra,1250.0
2022-01-29,Delhi,1771.0
2022-01-29,Karnataka,860.0
2022-01-29,Maharashtra,1250.0
2022-01-30,Delhi,1600.0
2022-01-30,Karnataka,730.0
2022-01-30,Maharashtra,1105.0
2022-01-31,Delhi,1414.0
2022-01-31,Karnataka,600.0
2022-01-31,Maharashtra,1300.0
2022-02-01,Delhi,1380.6666666666667
2022-02-01,Karnataka,530.0
2022-02-01,Maharashtra,1300.0
2022-02-02,Delhi,1171.0
2022-02-02,Karnataka,600.0
2022-02-02,Maharashtra,1300.0
2022-02-03,Delhi,1876.5
2022-02-03,Karnataka,800.0
2022-02-03,Maharashtra,1250.0
2022-02-04,Delhi,1726.5
2022-02-04,Karnataka,1270.0
2022-02-04,Maharashtra,1500.0
2022-02-05,Delhi,1978.6666666666667
2022-02-05,Karnataka,1070.0
2022-02-05,Maharashtra,1500.0
2022-02-06,Delhi,2150.0
2022-02-06,Karnataka,1130.0
2022-02-06,Maharashtra,1350.0
2022-02-07,Delhi,1992.6666666666667
2022-02-07,Karnataka,870.0
2022-02-07,Maharashtra,1200.0
2022-02-08,Delhi,2126.0
2022-02-08,Karnataka,900.0
2022-02-08,Maharashtra,1250.0
2022-02-09,Delhi,1939.0
2022-02-09,Karnataka,670.0
2022-02-09,Maharashtra,1250.0
2022-02-10,Delhi,1992.6666666666667
2022-02-10,Karnataka,670.0
2022-02-10,Maharashtra,1250.0
2022-02-11,Delhi,2055.5
2022-02-11,Karnataka,600.0
2022-02-11,Maharashtra,1250.0
2022-02-12,Delhi,1770.3333333333333
2022-02-12,Karnataka,600.0
2022-02-12,Maharashtra,1250.0
2022-02-13,Delhi,1900.0
2022-02-13,Karnataka,600.0
2022-02-13,Maharashtra,1000.0
2022-02-14,Delhi,1903.6666666666667
2022-02-14,Karnataka,570.0
2022-02-14,Maharashtra,1100.0
2022-02-15,Delhi,1903.6666666666667
2022-02-15,Karnataka,530.0
2022-02-15,Maharashtra,1100.0
2022-02-16,Delhi,1905.5
2022-02-16,Karnataka,470.0
2022-02-16,Maharashtra,1250.0
2022-02-17,Delhi,1621.3333333333333
2022-02-17,Karnataka,470.0
2022-02-18,Delhi,1775.0
2022-02-18,Karnataka,460.0
2022-02-19,Delhi,1594.0
2022-02-19,Karnataka,530.0
2022-02-19,Maharashtra,1250.0
2022-02-20,Delhi,1550.0
2022-02-20,Karnataka,470.0
2022-02-20,Maharashtra,1200.0
2022-02-21,Delhi,1594.0
2022-02-21,Karnataka,500.0
2022-02-21,Maharashtra,1250.0
2022-02-22,Delhi,1427.3333333333333
2022-02-22,Karnataka,470.0
2022-02-23,Delhi,1179.0
2022-02-23,Karnataka,470.0
2022-02-24,Delhi,1436.0
2022-02-24,Karnataka,470.0
2022-02-24,Maharashtra,1250.0
2022-02-25,Delhi,1519.0
2022-02-25,Karnataka,470.0
2022-02-25,Maharashtra,1150.0
2022-02-26,Delhi,1396.0
2022-02-26,Karnataka,430.0
2022-02-26,Maharashtra,1200.0
2022-02-27,Delhi,1400.0
2022-02-27,Karnataka,430.0
2022-02-27,Maharashtra,2800.0
2022-02-28,Delhi,1402.3333333333333
2022-02-28,Karnataka,430.0
2022-02-28,Maharashtra,1000.0
2022-03-01,Delhi,1369.0
2022-03-01,Karnataka,400.0
2022-03-01,Maharashtra,1000.0
2022-03-02,Delhi,1403.5
2022-03-02,Karnataka,470.0
2022-03-02,Maharashtra,3500.0
2022-03-03,Delhi,1532.0
2022-03-03,Karnataka,470.0
2022-03-03,Maharashtra,1000.0
2022-03-04,Delhi,1498.6666666666667
2022-03-04,Karnataka,430.0
2022-03-04,Maharashtra,1000.0
2022-03-05,Delhi,1198.0
2022-03-05,Karnataka,430.0
2022-03-05,Maharashtra,1000.0
2022-03-06,Delhi,1500.0
2022-03-06,Karnataka,430.0
2022-03-06,Maharashtra,1000.0
2022-03-07,Delhi,1398.6666666666667
2022-03-07,Karnataka,400.0
2022-03-07,Maharashtra,900.0
2022-03-08,Delhi,1382.0
2022-03-08,Karnataka,400.0
2022-03-08,Maharashtra,1000.0
2022-03-09,Delhi,1413.0
2022-03-09,Karnataka,400.0
2022-03-09,Maharashtra,1000.0
2022-03-10,Delhi,1506.6666666666667
2022-03-10,Karnataka,370.0
2022-03-10,Maharashtra,1000.0
2022-03-11,Delhi,1360.0
2022-03-11,Karnataka,330.0
2022-03-11,Maharashtra,1000.0
2022-03-12,Delhi,1310.0
2022-03-12,Karnataka,330.0
2022-03-12,Maharashtra,1000.0
2022-03-13,Delhi,1500.0
2022-03-13,Karnataka,370.0
2022-03-13,Maharashtra,1000.0
2022-03-14,Delhi,1413.6666666666667
2022-03-14,Karnataka,400.0
2022-03-14,Maharashtra,1000.0
2022-03-15,Delhi,1454.5
2022-03-15,Karnataka,400.0
2022-03-15,Maharashtra,1000.0
2022-03-16,Delhi,1254.5
2022-03-16,Karnataka,400.0
2022-03-16,Maharashtra,1000.0
2022-03-17,Delhi,1278.0
2022-03-17,Karnataka,370.0
2022-03-17,Maharashtra,1300.0
2022-03-18,Delhi,1400.0
2022-03-18,Karnataka,400.0
2022-03-18,Maharashtra,1350.0
2022-03-19,Delhi,1278.0
2022-03-19,Karnataka,400.0
2022-03-19,Maharashtra,1250.0
2022-03-20,Delhi,1700.0
2022-03-20,Karnataka,430.0
2022-03-20,Maharashtra,1100.0
2022-03-21,Delhi,1583.6666666666667
2022-03-21,Karnataka,500.0
2022-03-21,Maharashtra,1250.0
2022-03-22,Delhi,1533.6666666666667
2022-03-22,Karnataka,570.0
2022-03-22,Maharashtra,1100.0
2022-03-23,Delhi,1616.5
2022-03-23,Karnataka,400.0
2022-03-23,Maharashtra,1000.0
2022-03-24,Delhi,1732.0
2022-03-24,Karnataka,400.0
2022-03-24,Maharashtra,750.0
2022-03-25,Delhi,1498.6666666666667
2022-03-25,Karnataka,330.0
2022-03-25,Maharashtra,750.0
2022-03-26,Delhi,1598.0
2022-03-26,Karnataka,330.0
2022-03-26,Maharashtra,900.0
2022-03-27,Delhi,1900.0
2022-03-27,Karnataka,400.0
2022-03-27,Maharashtra,1000.0
2022-03-28,Delhi,1423.0
2022-03-28,Karnataka,430.0
2022-03-28,Maharashtra,1000.0
2022-03-29,Delhi,1406.3333333333333
2022-03-29,Karnataka,530.0
2022-03-29,Maharashtra,1250.0
2022-03-30,Delhi,1334.5
2022-03-30,Karnataka,570.0
2022-03-30,Maharashtra,875.0
2022-03-31,Delhi,1274.0
2022-03-31,Karnataka,530.0
2022-03-31,Maharashtra,800.0
2022-04-01,Delhi,1307.3333333333333
2022-04-01,Karnataka,530.0
2022-04-01,Maharashtra,1000.0
2022-04-02,Delhi,1855.0
2022-04-02,Karnataka,600.0
2022-04-02,Maharashtra,1000.0
2022-04-03,Delhi,2150.0
2022-04-03,Karnataka,930.0
2022-04-03,Maharashtra,2250.0
2022-04-04,Delhi,1982.5
2022-04-04,Karnataka,870.0
2022-04-04,Maharashtra,1100.0
2022-04-05,Delhi,2055.0
2022-04-05,Karnataka,800.0
2022-04-05,Maharashtra,875.0
2022-04-06,Delhi,1832.5
2022-04-06,Karnataka,670.0
2022-04-06,Maharashtra,875.0
2022-04-07,Delhi,2082.5
2022-04-07,Karnataka,600.0
2022-04-08,Delhi,2132.5
2022-04-08,Karnataka,600.0
2022-04-08,Maharashtra,800.0
2022-04-09,Delhi,2055.0
2022-04-09,Karnataka,600.0
2022-04-10,Delhi,2500.0
2022-04-10,Karnataka,800.0
2022-04-10,Maharashtra,750.0
2022-04-11,Delhi,2079.3333333333335
2022-04-11,Karnataka,1000.0
2022-04-11,Maharashtra,750.0
2022-04-12,Delhi,1869.0
2022-04-12,Karnataka,930.0
2022-04-12,Maharashtra,750.0
2022-04-13,Delhi,1884.0
2022-04-13,Karnataka,1000.0
2022-04-13,Maharashtra,750.0
2022-04-14,Delhi,1942.0
2022-04-14,Karnataka,1070.0
2022-04-14,Maharashtra,900.0
2022-04-15,Delhi,2128.0
2022-04-15,Karnataka,1130.0
2022-04-15,Maharashtra,1000.0
2022-04-16,Delhi,2192.0
2022-04-16,Karnataka,870.0
2022-04-16,Maharashtra,1050.0
2022-04-17,Delhi,1750.0
2022-04-17,Karnataka,1130.0
2022-04-17,Maharashtra,1050.0
2022-04-18,Delhi,1750.0
2022-04-18,Karnataka,1200.0
2022-04-18,Maharashtra,1150.0
2022-04-19,Delhi,1961.3333333333333
2022-04-19,Karnataka,1530.0
2022-04-19,Maharashtra,1250.0
2022-04-20,Delhi,1742.0
2022-04-20,Karnataka,1470.0
2022-04-21,Delhi,2028.0
2022-04-21,Karnataka,1600.0
2022-04-21,Maharashtra,875.0
2022-04-22,Delhi,1961.3333333333333
2022-04-22,Karnataka,1630.0
2022-04-22,Maharashtra,850.0
2022-04-23,Delhi,2142.0
2022-04-23,Karnataka,1800.0
2022-04-23,Maharashtra,875.0
2022-04-24,Delhi,1750.0
2022-04-24,Karnataka,1870.0
2022-04-24,Maharashtra,1000.0
2022-04-25,Delhi,1692.6666666666667
2022-04-25,Karnataka,2000.0
2022-04-25,Maharashtra,1250.0
2022-04-26,Delhi,1676.0
2022-04-26,Karnataka,1930.0
2022-04-26,Maharashtra,875.0
2022-04-27,Delhi,1500.0
2022-04-27,Karnataka,1860.0
2022-04-27,Maharashtra,900.0
2022-04-28,Delhi,1500.0
2022-04-28,Karnataka,2130.0
2022-04-28,Maharashtra,220.0
2022-04-29,Delhi,1753.3333333333333
2022-04-29,Karnataka,2670.0
2022-04-30,Delhi,1741.3333333333333
2022-04-30,Karnataka,2670.0
2022-05-01,Delhi,1600.0
2022-05-01,Karnataka,2000.0
2022-05-01,Maharashtra,1750.0
2022-05-02,Delhi,1990.0
2022-05-02,Karnataka,2000.0
2022-05-02,Maharashtra,2250.0
2022-05-03,Delhi,2000.0
2022-05-03,Karnataka,2330.0
2022-05-03,Maharashtra,2500.0
2022-05-04,Delhi,2000.0
2022-05-04,Karnataka,2670.0
2022-05-05,Delhi,2160.0
2022-05-05,Karnataka,2670.0
2022-05-06,Delhi,1560.0
2022-05-06,Karnataka,2730.0
2022-05-07,Delhi,1880.0
2022-05-07,Karnataka,2670.0
2022-05-08,Delhi,2000.0
2022-05-08,Karnataka,2600.0
2022-05-08,Maharashtra,2000.0
2022-05-09,Delhi,1886.6666666666667
2022-05-09,Karnataka,2670.0
2022-05-09,Maharashtra,2000.0
2022-05-10,Delhi,1798.0
2022-05-10,Karnataka,2800.0
2022-05-10,Maharashtra,2000.0
2022-05-11,Delhi,1344.0
2022-05-11,Karnataka,3070.0
2022-05-12,Delhi,1774.0
2022-05-12,Karnataka,3200.0
2022-05-13,Delhi,1560.0
2022-05-13,Karnataka,3000.0
2022-05-14,Delhi,1950.0
2022-05-14,Karnataka,3330.0
2022-05-14,Maharashtra,2000.0
2022-05-15,Delhi,2100.0
2022-05-15,Karnataka,3330.0
2022-05-15,Maharashtra,2050.0
2022-05-16,Delhi,2100.0
2022-05-16,Karnataka,3200.0
2022-05-16,Maharashtra,2250.0
2022-05-17,Delhi,2200.0
2022-05-17,Karnataka,3270.0
2022-05-17,Maharashtra,2500.0
2022-05-18,Delhi,2000.0
2022-05-18,Karnataka,3670.0
2022-05-18,Maharashtra,3000.0
2022-05-19,Delhi,2260.0
2022-05-19,Karnataka,4330.0
2022-05-19,Maharashtra,4250.0
2022-05-20,Delhi,2000.0
2022-05-20,Karnataka,5330.0
2022-05-20,Maharashtra,4000.0
2022-05-21,Karnataka,6000.0
2022-05-21,Maharashtra,4000.0
2022-05-22,Delhi,2200.0
2022-05-22,Karnataka,5330.0
2022-05-22,Maharashtra,4000.0
2022-05-23,Karnataka,4670.0
2022-05-24,Karnataka,4000.0
2022-05-24,Maharashtra,2750.0
2022-05-25,Delhi,2200.0
2022-05-25,Karnataka,3330.0
2022-05-25,Maharashtra,2500.0
2022-05-26,Delhi,2360.0
2022-05-26,Karnataka,3260.0
2022-05-26,Maharashtra,3000.0
2022-05-27,Delhi,2480.0
2022-05-27,Karnataka,3470.0
2022-05-27,Maharashtra,3125.0
2022-05-28,Delhi,2480.0
2022-05-28,Karnataka,4530.0
2022-05-28,Maharashtra,3500.0
2022-05-29,Karnataka,4670.0
2022-05-29,Maharashtra,3750.0
2022-05-30,Karnataka,3930.0
2022-05-30,Maharashtra,1000.0
2022-05-31,Karnataka,3330.0
2022-06-01,Delhi,3260.0
2022-06-02,Delhi,2720.0
2022-06-02,Karnataka,3070.0
2022-06-03,Delhi,3100.0
2022-06-03,Karnataka,3000.0
2022-06-03,Maharashtra,3500.0
2022-06-04,Delhi,2430.0
2022-06-04,Karnataka,3200.0
2022-06-05,Delhi,3350.0
2022-06-05,Karnataka,3330.0
2022-06-06,Delhi,3240.0
2022-06-06,Karnataka,3330.0
2022-06-07,Delhi,3373.3333333333335
2022-06-07,Karnataka,3460.0
2022-06-07,Maharashtra,4000.0
2022-06-08,Delhi,3010.0
2022-06-08,Karnataka,3670.0
2022-06-08,Maharashtra,3500.0
2022-06-09,Delhi,2584.0
2022-06-09,Karnataka,3600.0
2022-06-09,Maharashtra,3000.0
2022-06-10,Delhi,3032.0
2022-06-10,Karnataka,3270.0
2022-06-10,Maharashtra,3000.0
2022-06-11,Delhi,3277.0
2022-06-11,Karnataka,3000.0
2022-06-11,Maharashtra,3750.0
2022-06-12,Delhi,3450.0
2022-06-12,Karnataka,3200.0
2022-06-12,Maharashtra,3750.0
2022-06-13,Delhi,3410.3333333333335
2022-06-13,Karnataka,3070.0
2022-06-13,Maharashtra,3500.0
2022-06-14,Delhi,3377.0
2022-06-14,Karnataka,3200.0
2022-06-14,Maharashtra,2750.0
2022-06-15,Delhi,1675.0
2022-06-15,Karnataka,2600.0
2022-06-16,Delhi,3007.5
2022-06-16,Karnataka,2870.0
2022-06-16,Maharashtra,2750.0
2022-06-17,Delhi,3607.3333333333335
2022-06-17,Karnataka,2530.0
2022-06-17,Maharashtra,3500.0
2022-06-18,Delhi,3586.0
2022-06-18,Karnataka,2530.0
2022-06-18,Maharashtra,3500.0
2022-06-19,Delhi,3700.0
2022-06-19,Karnataka,2330.0
2022-06-19,Maharashtra,3750.0
2022-06-20,Delhi,3098.5
2022-06-20,Karnataka,2730.0
2022-06-20,Maharashtra,3750.0
2022-06-21,Delhi,3003.0
2022-06-21,Karnataka,2800.0
2022-06-21,Maharashtra,3750.0
2022-06-22,Delhi,2948.5
2022-06-22,Karnataka,2670.0
2022-06-23,Delhi,3396.6666666666665
2022-06-23,Karnataka,2670.0
2022-06-23,Maharashtra,3500.0
2022-06-24,Delhi,3396.6666666666665
2022-06-24,Karnataka,2330.0
2022-06-24,Maharashtra,3250.0
2022-06-25,Delhi,3530.0
2022-06-25,Karnataka,2530.0
2022-06-25,Maharashtra,3500.0
2022-06-26,Delhi,3500.0
2022-06-26,Karnataka,2330.0
2022-06-26,Maharashtra,3000.0
2022-06-27,Delhi,3095.0
2022-06-27,Karnataka,1930.0
2022-06-27,Maharashtra,2750.0
2022-06-28,Delhi,3156.5
2022-06-28,Karnataka,1870.0
2022-06-28,Maharashtra,2750.0
2022-06-29,Delhi,3233.5
2022-06-29,Karnataka,1470.0
2022-06-29,Maharashtra,1750.0
2022-06-30,Delhi,3533.5
2022-06-30,Karnataka,870.0
2022-07-01,Delhi,3405.0
2022-07-01,Karnataka,730.0
2022-07-02,Delhi,3350.0
2022-07-02,Maharashtra,1375.0
2022-07-03,Delhi,3300.0
2022-07-03,Karnataka,1070.0
2022-07-03,Maharashtra,1500.0
2022-07-04,Delhi,2176.2
2022-07-04,Karnataka,1330.0
2022-07-04,Maharashtra,1875.0
2022-07-05,Delhi,2600.0
2022-07-05,Karnataka,1330.0
2022-07-05,Maharashtra,1625.0
2022-07-06,Delhi,2241.0
2022-07-06,Karnataka,800.0
2022-07-06,Maharashtra,1500.0
2022-07-07,Delhi,1975.6666666666667
2022-07-07,Karnataka,800.0
2022-07-07,Maharashtra,1250.0
2022-07-08,Delhi,1959.0
2022-07-08,Karnataka,870.0
2022-07-08,Maharashtra,1255.0
2022-07-09,Delhi,1892.3333333333333
2022-07-09,Karnataka,930.0
2022-07-09,Maharashtra,1000.0
2022-07-10,Delhi,2400.0
2022-07-10,Karnataka,870.0
2022-07-10,Maharashtra,1500.0
2022-07-11,Delhi,1759.0
2022-07-11,Karnataka,930.0
2022-07-11,Maharashtra,1375.0
2022-07-12,Delhi,1701.3333333333333
2022-07-12,Karnataka,1000.0
2022-07-12,Maharashtra,1375.0
2022-07-13,Delhi,1402.0
2022-07-13,Karnataka,870.0
2022-07-13,Maharashtra,1000.0
2022-07-14,Delhi,1452.0
2022-07-14,Karnataka,870.0
2022-07-14,Maharashtra,750.0
2022-07-15,Delhi,1643.3333333333333
2022-07-15,Karnataka,800.0
2022-07-15,Maharashtra,875.0
2022-07-16,Delhi,1610.0
2022-07-16,Karnataka,670.0
2022-07-16,Maharashtra,1000.0
2022-07-17,Delhi,2000.0
2022-07-17,Karnataka,670.0
2022-07-17,Maharashtra,700.0
2022-07-18,Delhi,1743.3333333333333
2022-07-18,Karnataka,670.0
2022-07-18,Maharashtra,750.0
2022-07-19,Delhi,1676.6666666666667
2022-07-19,Karnataka,800.0
2022-07-19,Maharashtra,850.0
2022-07-20,Delhi,1483.5
2022-07-20,Karnataka,800.0
2022-07-20,Maharashtra,650.0
2022-07-21,Delhi,1689.0
2022-07-21,Karnataka,730.0
2022-07-21,Maharashtra,750.0
2022-07-22,Delhi,1922.3333333333333
2022-07-22,Karnataka,670.0
2022-07-22,Maharashtra,750.0
2022-07-23,Delhi,1722.3333333333333
2022-07-23,Karnataka,670.0
2022-07-23,Maharashtra,750.0
2022-07-24,Delhi,1900.0
2022-07-24,Karnataka,730.0
2022-07-24,Maharashtra,600.0
2022-07-25,Delhi,1789.0
2022-07-25,Karnataka,670.0
2022-07-25,Maharashtra,625.0
2022-07-26,Delhi,1758.3333333333333
2022-07-26,Karnataka,730.0
2022-07-26,Maharashtra,750.0
2022-07-27,Delhi,1673.0
2022-07-27,Karnataka,730.0
2022-07-27,Maharashtra,800.0
2022-07-28,Delhi,1715.3333333333333
2022-07-28,Karnataka,470.0
2022-07-28,Maharashtra,625.0
2022-07-29,Delhi,1882.0
2022-07-29,Karnataka,530.0
2022-07-30,Delhi,1748.6666666666667
2022-07-30,Karnataka,600.0
2022-07-31,Delhi,1800.0
2022-07-31,Karnataka,670.0
2022-08-01,Delhi,1573.0
2022-08-01,Karnataka,670.0
2022-08-01,Maharashtra,1000.0
2022-08-02,Delhi,1715.3333333333333
2022-08-02,Karnataka,800.0
2022-08-02,Maharashtra,1125.0
2022-08-03,Delhi,1384.5
2022-08-03,Karnataka,670.0
2022-08-03,Maharashtra,1125.0
2022-08-04,Delhi,1634.5
2022-08-04,Karnataka,670.0
2022-08-05,Delhi,1516.0
2022-08-05,Karnataka,670.0
2022-08-06,Delhi,1516.0
2022-08-06,Karnataka,600.0
2022-08-06,Maharashtra,1000.0
