,,,,,,Daily Price Report-01-01-2021 to 31-12-2021 for NCT of Delhi,,,,,
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,320.00,"1,800.00",975.00,Rs./Quintal,22-04-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,320.00,"1,800.00",975.00,Rs./Quintal,21-04-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,320.00,"2,000.00","1,062.00",Rs./Quintal,20-04-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,320.00,"2,000.00","1,062.00",Rs./Quintal,19-04-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,320.00,"2,000.00","1,116.00",Rs./Quintal,17-04-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,000.00","1,204.00",Rs./Quintal,16-04-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,000.00","1,204.00",Rs./Quintal,15-04-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,000.00","1,204.00",Rs./Quintal,14-04-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,000.00","1,204.00",Rs./Quintal,13-04-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,000.00","1,051.00",Rs./Quintal,12-04-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"1,800.00","1,062.00",Rs./Quintal,10-04-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"1,800.00","1,062.00",Rs./Quintal,09-04-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"1,800.00","1,204.00",Rs./Quintal,08-04-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"1,800.00","1,215.00",Rs./Quintal,07-04-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"2,200.00","1,091.00",Rs./Quintal,06-04-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"2,200.00","1,091.00",Rs./Quintal,05-04-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"1,800.00",851.00,Rs./Quintal,31-03-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,360.00,"1,400.00",716.00,Rs./Quintal,30-03-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,360.00,"1,400.00",716.00,Rs./Quintal,27-03-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,360.00,"1,400.00",716.00,Rs./Quintal,26-03-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,360.00,"1,400.00",716.00,Rs./Quintal,25-03-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,360.00,"1,600.00",778.00,Rs./Quintal,24-03-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,360.00,"1,800.00",789.00,Rs./Quintal,23-03-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,360.00,"1,800.00",789.00,Rs./Quintal,22-03-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,360.00,"1,400.00",713.00,Rs./Quintal,20-03-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,360.00,"1,400.00",713.00,Rs./Quintal,19-03-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,360.00,"1,400.00",713.00,Rs./Quintal,18-03-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,360.00,"1,400.00",720.00,Rs./Quintal,17-03-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,360.00,"1,400.00",720.00,Rs./Quintal,16-03-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,360.00,"1,400.00",720.00,Rs./Quintal,15-03-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,320.00,"1,200.00",651.00,Rs./Quintal,13-03-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,320.00,"1,200.00",629.00,Rs./Quintal,12-03-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,280.00,"1,160.00",578.00,Rs./Quintal,11-03-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,240.00,"1,200.00",607.00,Rs./Quintal,09-03-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,240.00,"1,400.00",644.00,Rs./Quintal,08-03-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,240.00,"1,400.00",644.00,Rs./Quintal,06-03-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,200.00,"1,600.00",647.00,Rs./Quintal,05-03-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,320.00,"1,600.00",647.00,Rs./Quintal,04-03-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,200.00,"1,600.00",647.00,Rs./Quintal,03-03-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,200.00,"1,400.00",604.00,Rs./Quintal,27-02-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,200.00,"1,400.00",604.00,Rs./Quintal,26-02-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,200.00,"1,400.00",604.00,Rs./Quintal,25-02-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,200.00,"1,400.00",604.00,Rs./Quintal,24-02-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,200.00,"1,400.00",615.00,Rs./Quintal,23-02-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,200.00,"1,200.00",615.00,Rs./Quintal,22-02-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,240.00,"1,400.00",687.00,Rs./Quintal,20-02-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,240.00,"1,400.00",687.00,Rs./Quintal,19-02-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,240.00,"1,400.00",687.00,Rs./Quintal,18-02-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,000.00",975.00,Rs./Quintal,17-02-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,000.00",975.00,Rs./Quintal,16-02-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"1,880.00","1,000.00",Rs./Quintal,15-02-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,000.00","1,000.00",Rs./Quintal,13-02-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,000.00","1,000.00",Rs./Quintal,12-02-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,000.00","1,051.00",Rs./Quintal,11-02-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,000.00","1,084.00",Rs./Quintal,10-02-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,320.00,"1,600.00",953.00,Rs./Quintal,09-02-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,320.00,"1,600.00",953.00,Rs./Quintal,08-02-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,320.00,"1,400.00",935.00,Rs./Quintal,06-02-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,320.00,"1,400.00",935.00,Rs./Quintal,05-02-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"1,600.00","1,000.00",Rs./Quintal,04-02-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"1,600.00","1,029.00",Rs./Quintal,03-02-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"1,920.00","1,182.00",Rs./Quintal,30-01-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"1,920.00","1,182.00",Rs./Quintal,29-01-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"1,800.00","1,076.00",Rs./Quintal,28-01-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,320.00,"2,000.00","1,213.00",Rs./Quintal,08-01-2021
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,320.00,"2,000.00","1,176.00",Rs./Quintal,07-01-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","3,200.00","2,400.00",Rs./Quintal,31-12-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","3,600.00","2,400.00",Rs./Quintal,30-12-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,600.00","3,200.00","2,400.00",Rs./Quintal,28-12-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","2,200.00","1,800.00",Rs./Quintal,27-12-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,400.00","3,400.00","2,600.00",Rs./Quintal,26-12-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,800.00","3,000.00","2,400.00",Rs./Quintal,25-12-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,900.00","3,000.00","2,300.00",Rs./Quintal,24-12-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","3,200.00","2,400.00",Rs./Quintal,23-12-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,400.00","3,200.00","2,600.00",Rs./Quintal,21-12-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,800.00,"1,400.00","1,100.00",Rs./Quintal,20-12-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","1,800.00","1,600.00",Rs./Quintal,19-12-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,600.00","3,200.00","2,400.00",Rs./Quintal,18-12-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","3,200.00","2,400.00",Rs./Quintal,17-12-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,800.00","3,400.00","2,500.00",Rs./Quintal,16-12-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,000.00","3,300.00","2,300.00",Rs./Quintal,14-12-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","3,600.00","2,400.00",Rs./Quintal,12-12-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"2,400.00","4,800.00","3,800.00",Rs./Quintal,11-12-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"2,400.00","5,600.00","4,600.00",Rs./Quintal,30-11-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"2,400.00","5,600.00","4,600.00",Rs./Quintal,29-11-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","5,200.00","4,000.00",Rs./Quintal,27-11-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"2,400.00","4,200.00","3,400.00",Rs./Quintal,26-11-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"2,400.00","4,800.00","3,600.00",Rs./Quintal,25-11-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,000.00","3,000.00","2,000.00",Rs./Quintal,23-11-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"4,800.00","8,000.00","6,800.00",Rs./Quintal,22-11-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"4,800.00","8,400.00","6,800.00",Rs./Quintal,21-11-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"6,000.00","8,000.00","7,000.00",Rs./Quintal,20-11-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"5,600.00","8,000.00","7,200.00",Rs./Quintal,19-11-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"4,000.00","5,600.00","5,000.00",Rs./Quintal,18-11-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"3,600.00","5,600.00","4,800.00",Rs./Quintal,16-11-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"3,400.00","5,600.00","4,600.00",Rs./Quintal,15-11-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"3,600.00","5,600.00","4,800.00",Rs./Quintal,14-11-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"3,600.00","5,600.00","4,800.00",Rs./Quintal,13-11-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"3,000.00","4,800.00","4,000.00",Rs./Quintal,12-11-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"3,000.00","5,200.00","4,400.00",Rs./Quintal,09-11-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"3,200.00","4,800.00","4,200.00",Rs./Quintal,08-11-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"3,200.00","4,800.00","4,200.00",Rs./Quintal,07-11-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"2,200.00","4,600.00","3,800.00",Rs./Quintal,06-11-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","4,400.00","3,600.00",Rs./Quintal,05-11-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"2,400.00","4,800.00","3,600.00",Rs./Quintal,02-11-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"2,400.00","4,600.00","3,800.00",Rs./Quintal,31-10-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"2,400.00","4,800.00","4,000.00",Rs./Quintal,30-10-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"3,200.00","5,200.00","4,200.00",Rs./Quintal,29-10-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"3,200.00","5,200.00","4,200.00",Rs./Quintal,26-10-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"2,400.00","4,400.00","3,400.00",Rs./Quintal,25-10-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"2,600.00","4,600.00","3,600.00",Rs./Quintal,24-10-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"2,800.00","4,800.00","4,000.00",Rs./Quintal,23-10-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"3,200.00","5,200.00","4,400.00",Rs./Quintal,22-10-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"2,800.00","6,800.00","5,400.00",Rs./Quintal,21-10-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"2,800.00","6,400.00","5,000.00",Rs./Quintal,19-10-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"2,400.00","4,800.00","4,000.00",Rs./Quintal,18-10-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"2,800.00","4,800.00","4,000.00",Rs./Quintal,17-10-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"3,200.00","6,000.00","4,800.00",Rs./Quintal,16-10-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"3,200.00","5,600.00","4,800.00",Rs./Quintal,15-10-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"3,200.00","6,000.00","5,200.00",Rs./Quintal,12-10-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"2,800.00","5,400.00","4,400.00",Rs./Quintal,11-10-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","4,800.00","3,600.00",Rs./Quintal,10-10-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"2,400.00","4,400.00","3,600.00",Rs./Quintal,09-10-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"3,000.00","5,000.00","3,900.00",Rs./Quintal,08-10-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","3,200.00","2,400.00",Rs./Quintal,28-09-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,400.00","2,400.00","2,000.00",Rs./Quintal,27-09-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,600.00","2,400.00","2,000.00",Rs./Quintal,26-09-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,600.00","2,800.00","2,200.00",Rs./Quintal,25-09-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,400.00","2,400.00","2,000.00",Rs./Quintal,24-09-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,300.00","2,300.00","1,800.00",Rs./Quintal,21-09-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,300.00","2,300.00","1,800.00",Rs./Quintal,20-09-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","1,800.00","1,600.00",Rs./Quintal,19-09-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","2,200.00","1,700.00",Rs./Quintal,18-09-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","2,200.00","1,700.00",Rs./Quintal,16-09-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,800.00,"1,800.00","1,400.00",Rs./Quintal,14-09-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,000.00","1,600.00","1,400.00",Rs./Quintal,12-09-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,800.00,"1,400.00","1,100.00",Rs./Quintal,11-09-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,000.00","1,600.00","1,400.00",Rs./Quintal,10-09-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,100.00","2,100.00","1,600.00",Rs./Quintal,09-09-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,000.00","1,600.00","1,300.00",Rs./Quintal,06-09-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,000.00","2,400.00","1,800.00",Rs./Quintal,05-09-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","2,000.00","1,600.00",Rs./Quintal,04-09-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,000.00","1,600.00","1,300.00",Rs./Quintal,03-09-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,000.00","1,600.00","1,300.00",Rs./Quintal,31-08-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","2,000.00","1,600.00",Rs./Quintal,23-08-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,400.00","1,600.00","1,500.00",Rs./Quintal,22-08-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,000.00","1,600.00","1,400.00",Rs./Quintal,21-08-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","2,400.00","1,800.00",Rs./Quintal,20-08-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,000.00","1,800.00","1,500.00",Rs./Quintal,16-08-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","2,400.00","2,000.00",Rs./Quintal,14-08-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","2,400.00","1,800.00",Rs./Quintal,09-08-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","2,400.00","2,000.00",Rs./Quintal,08-08-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","2,000.00","1,600.00",Rs./Quintal,07-08-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,000.00","2,400.00","1,800.00",Rs./Quintal,06-08-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","2,400.00","1,800.00",Rs./Quintal,05-08-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,400.00","2,400.00","2,000.00",Rs./Quintal,02-08-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,600.00","2,800.00","2,200.00",Rs./Quintal,31-07-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,600.00","3,000.00","2,400.00",Rs./Quintal,30-07-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,600.00","4,400.00","3,200.00",Rs./Quintal,27-07-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","4,000.00","3,200.00",Rs./Quintal,26-07-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","4,800.00","3,400.00",Rs./Quintal,24-07-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","4,800.00","3,500.00",Rs./Quintal,23-07-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","3,000.00","2,500.00",Rs./Quintal,20-07-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,000.00","2,400.00","1,800.00",Rs./Quintal,19-07-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","2,800.00","2,200.00",Rs./Quintal,18-07-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","2,000.00","1,700.00",Rs./Quintal,17-07-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,800.00,"1,600.00","1,200.00",Rs./Quintal,16-07-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,600.00","2,800.00","2,400.00",Rs./Quintal,13-07-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,000.00","2,400.00","1,800.00",Rs./Quintal,12-07-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,400.00","2,400.00","2,000.00",Rs./Quintal,05-07-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,400.00","3,000.00","2,000.00",Rs./Quintal,02-07-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,500.00,"2,000.00","1,300.00",Rs./Quintal,01-07-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,500.00,"2,000.00","1,300.00",Rs./Quintal,22-06-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,000.00","1,200.00",Rs./Quintal,21-06-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,500.00,"1,000.00",800.00,Rs./Quintal,13-06-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"1,000.00",700.00,Rs./Quintal,12-06-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,800.00,600.00,Rs./Quintal,11-06-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,200.00,600.00,400.00,Rs./Quintal,10-06-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,200.00,500.00,350.00,Rs./Quintal,08-06-2021
